"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00092159","2014-01","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.0","7","0.0","3,7","7","3,7","7","3,7","1","3,7","","","","","0","3,7","22","3,7","3","3,7","0","3,7","0","3,7","1","","20140131","+,3,7","","","","","","","20140112",",3,7","20140112",",3,7","-11.7","3,7,31,+","","","","","34.3","3,,7,12,","20.6","3,7,12,","","","410.3","3,7","69.1","3,,,7","","","3.68","3,7","11.30","3,,,7","-3.94","3,,,7"
"USC00092159","2014-02","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1.1","7","1.1","4,7","12","4,7","10","4,7","3","4,7","","","","","0","4,7","10","4,7","0","4,7","4","4,7","0","4,7","1","","20140201",",4,7","","","","","1","","20140212",",4,7","20140221",",4,7","-5.6","4,7,01,","","","","","37.6","4,,7,12,","23.9","4,7,21,","","","225.1","4,7","157.8","4,,,7","","","9.00","4,7","15.90","4,,,7","2.10","4,,,7"
"USC00092159","2014-03","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1.1","7","0.0","3,7","9","3,7","7","3,7","2","3,7","","","","","0","3,7","6","3,7","0","3,7","8","3,7","0","3,7","3","","20140328","+,3,7","","","","","","","20140317",",3,7","20140323","+,3,7","-3.9","3,7,28,+","","","","","56.4","3,,7,17,","25.6","3,7,23,+","","","209.2","3,7","141.5","3,,,7","","","10.86","3,7","18.14","3,,,7","3.58","3,,,7"
"USC00092159","2014-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00092159","2014-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00092159","2014-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00092159","2014-09","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00092159","2014-10","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","39.6","4,7","3","4,7","3","4,7","2","4,7","","","","","0","4,7","0","4,7","0","4,7","25","4,7","0","4,7","","","20141024","+,4,7","","","","","1","","20141014",",4,7","20141010",",4,7","5.0","4,7,24,+","","","","","50.8","4,,7,14,","31.7","4,7,10,","","","40.3","4,7","100.4","4,,,7","","","18.31","4,7","26.25","4,,,7","10.36","4,,,7"
"USC00092159","2014-12","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00092159","2015-01","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.0","7","0.0","3,7","5","3,7","5","3,7","2","3,7","","","","","0","3,7","20","3,7","0","3,7","0","3,7","0","3,7","","","20150109","+,3,7","","","","","","","20150123",",3,7","20150104",",3,7","-11.1","3,7,09,+","","","","","32.3","3,,7,23,","20.6","3,7,04,","","","334.7","3,7","78.3","3,,,7","","","6.38","3,7","13.59","3,,,7","-0.83","3,,,7"
"USC00092159","2015-03","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00092159","2015-04","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00092159","2015-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00092159","2015-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00092159","2015-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00092159","2015-10","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","25.7",",7","9",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","0",",7","1","","20151019",",,7","20151031","+,,7","20151031","+,,7","","","20151002",",,7","20151016",",,7","5.6",",7,19,","0",",,7,31,+","0",",,7,31,+","7.6",",,7,02,","28.9",",7,16,","","","26.9",",7","29.1",",,,7","0",",,,7","18.29",",7","24.75",",,,7","11.84",",,,7"
"USC00092159","2015-11","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","0",",7","0",",7","","","","","","","","","","","4","","","","20151130","+,,7","20151130","+,,7","","","","","","","","","0",",,7,30,+","0",",,7,30,+","","","","","","","","","","","0",",,,7","","","","","",""
"USC00092159","2015-12","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","11.5","4,7","13","4,7","11","4,7","6","4,7","","","","","0","4,7","3","4,7","0","4,7","17","4,7","0","4,7","3","","20151220","+,4,7","","","","","2","","20151231",",4,7","20151229",",4,7","-2.2","4,7,20,+","","","","","97.5","4,,7,31,","26.1","4,7,29,","","","119.8","4,7","440.4","4,,,7","","","14.32","4,7","20.69","4,,,7","7.96","4,,,7"
"USC00092159","2016-01","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.0","7","0.0","4,7","9","4,7","7","4,7","1","4,7","","","","","0","4,7","15","4,7","0","4,7","0","4,7","0","4,7","","","20160124","+,4,7","","","","","1","","20160122",",4,7","20160131",",4,7","-5.0","4,7,24,+","","","","","38.6","4,,7,22,","19.4","4,7,31,","","","307.6","4,7","83.2","4,,,7","","","6.94","4,7","13.01","4,,,7","0.87","4,,,7"
"USC00092159","2016-02","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","0",",7","0",",7","","","","","","","","","","","3","","","","20160229","+,,7","20160229","+,,7","","","","","","","","","0",",,7,29,+","0",",,7,29,+","","","","","","","","","","","0",",,,7","","","","","",""
"USC00092159","2016-03","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","12.8","3,7","7","3,7","5","3,7","0","3,7","0",",7","0",",7","0","3,7","1","3,7","0","3,7","20","3,7","0","3,7","1","","20160301",",3,7","20160331","+,,7","20160331","+,,7","1","","20160304",",3,7","20160317",",3,7","-0.6","3,7,01,","0",",,7,31,+","0",",,7,31,+","22.9","3,,7,04,","28.9","3,7,17,","","","106.5","3,7","61.1","3,,,7","0",",,,7","14.99","3,7","22.46","3,,,7","7.51","3,,,7"
"USC00092159","2016-04","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00092159","2016-05","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","90.0","5,7","5","5,7","5","5,7","1","5,7","0",",7","0",",7","0","5,7","0","5,7","0","5,7","25","5,7","1","5,7","1","","20160506",",5,7","20160531","+,,7","20160531","+,,7","2","","20160518",",5,7","20160531",",5,7","7.8","5,7,06,","0",",,7,31,+","0",",,7,31,+","25.9","5,,7,18,","33.9","5,7,31,","","","6.9","5,7","44.7","5,,,7","0",",,,7","21.53","5,7","28.27","5,,,7","14.78","5,,,7"
"USC00092159","2016-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","222.9","3,7","5","3,7","5","3,7","0","3,7","0",",7","0",",7","0","3,7","0","3,7","0","3,7","27","3,7","20","3,7","","","20160609",",3,7","20160630","+,,7","20160630","+,,7","","","20160617",",3,7","20160626","+,3,7","15.0","3,7,09,","0",",,7,30,+","0",",,7,30,+","24.4","3,,7,17,","36.1","3,7,26,+","","","0.0","3,7","47.5","3,,,7","0",",,,7","26.59","3,7","32.85","3,,,7","20.33","3,,,7"
"USC00092159","2016-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","294.1","2,7","5","2,7","5","2,7","0","2,7","0",",7","0",",7","0","2,7","0","2,7","0","2,7","29","2,7","27","2,7","","","20160723","+,2,7","20160731","+,,7","20160731","+,,7","","","20160716",",2,7","20160722","+,2,7","20.6","2,7,23,+","0",",,7,31,+","0",",,7,31,+","13.5","2,,7,16,","36.7","2,7,22,+","0.0","7","0.0","2,7","36.6","2,,,7","0",",,,7","28.48","2,7","34.67","2,,,7","22.28","2,,,7"
"USC00092159","2016-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","293.3",",7","10",",7","9",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","29",",7","1","","20160828","+,,7","20160831","+,,7","20160831","+,,7","5","","20160818","+,,7","20160818","+,,7","21.1",",7,28,+","0",",,7,31,+","0",",,7,31,+","57.9",",,7,18,+","35.6",",7,18,+","0.0","7","0.0",",7","187.7",",,,7","0",",,,7","27.80",",7","33.60",",,,7","21.99",",,,7"
"USC00092159","2016-09","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","207.4","3,7","2","3,7","2","3,7","0","3,7","0","3,7","0","3,7","0","3,7","0","3,7","0","3,7","27","3,7","20","3,7","","","20160930",",3,7","20160930","+,3,7","20160930","+,3,7","1","","20160926",",3,7","20160912","+,3,7","12.2","3,7,30,","0","3,,7,30,+","0","3,,7,30,+","10.2","3,,7,26,","35.0","3,7,12,+","0.0","7","0.0","3,7","16.0","3,,,7","0","3,,,7","26.01","3,7","32.87","3,,,7","19.15","3,,,7"
"USC00092159","2016-10","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","68.0","4,7","1","4,7","1","4,7","0","4,7","0","3,7","0","4,7","0","4,7","0","4,7","0","4,7","27","4,7","1","4,7","","","20161024","+,4,7","20161031","+,3,7","20161031","+,4,7","","","20161017",",4,7","20161009",",4,7","5.0","4,7,24,+","0","3,,7,31,+","0","4,,7,31,+","21.8","4,,7,17,","32.2","4,7,09,","15.2","7","15.2","4,7","21.8","4,,,7","0","4,,,7","20.29","4,7","28.14","4,,,7","12.43","4,,,7"
"USC00092159","2016-11","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","13.6",",7","2","5,7","2","5,7","1","5,7","0",",7","0",",7","0",",7","7",",7","0",",7","22",",7","0",",7","1","","20161128","+,,7","20161130","+,,7","20161130","+,,7","","","20161129",",5,7","20161103",",,7","-1.1",",7,28,+","0",",,7,30,+","0",",,7,30,+","27.9","5,,7,29,","31.1",",7,03,","147.1","7","131.9",",7","49.5","5,,,7","0",",,,7","14.39",",7","22.77",",,,7","6.01",",,,7"
"USC00092159","2016-12","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","0",",7","0",",7","","","","","","","","","","","2","","","","20161231","+,,7","20161231","+,,7","","","","","","","","","0",",,7,31,+","0",",,7,31,+","","","","","","","","","","","0",",,,7","","","","","",""
"USC00092159","2017-01","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00092159","2017-02","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","1.1","4,7","5","4,7","3","4,7","0","4,7","0",",7","0",",7","0","4,7","5","4,7","0","4,7","14","4,7","0","4,7","5","","20170211","+,4,7","20170228","+,,7","20170228","+,,7","1","","20170208",",4,7","20170227","+,4,7","-0.6","4,7,11,+","0",",,7,28,+","0",",,7,28,+","24.1","4,,7,08,","26.1","4,7,27,+","","","129.6","4,7","42.6","4,,,7","0",",,,7","12.98","4,7","20.50","4,,,7","5.46","4,,,7"
"USC00092159","2017-03","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","0",",7","0",",7","","","","","","","","","","","1","","","","20170331","+,,7","20170331","+,,7","1","","","","","","","","0",",,7,31,+","0",",,7,31,+","","","","","","","","","","","0",",,,7","","","","","",""
"USC00092159","2017-04","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00092159","2017-05","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","0",",7","0",",7","","","","","","","","","","","","","","","20170531","+,,7","20170531","+,,7","","","","","","","","","0",",,7,31,+","0",",,7,31,+","","","","","","","","","","","0",",,,7","","","","","",""
"USC00092159","2017-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","0",",7","0",",7","","","","","","","","","","","2","","","","20170630","+,,7","20170630","+,,7","3","","","","","","","","0",",,7,30,+","0",",,7,30,+","","","","","","","","","110.8",",a,,7","0",",,,7","","","","","",""
"USC00092159","2017-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","252.5","3,7","10","2,7","8","2,7","1","2,7","0",",7","0",",7","0","3,7","0","3,7","0","3,7","28","3,7","22","3,7","5","","20170731",",3,7","20170731","+,,7","20170731","+,,7","5","","20170712",",2,7","20170724","+,3,7","18.3","3,7,31,","0",",,7,31,+","0",",,7,31,+","50.8","2,,7,12,","35.0","3,7,24,+","0.0","7","0.0","3,7","127.0","2,,,7","0",",,,7","27.35","3,7","33.15","3,,,7","21.55","3,,,7"
"USC00092159","2017-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","217.4","4,7","10","4,7","8","4,7","1","4,7","0",",7","0",",7","0","4,7","0","4,7","0","4,7","27","4,7","13","4,7","3","","20170804","+,4,7","20170831","+,,7","20170831","+,,7","4","","20170831",",4,7","20170827",",4,7","16.7","4,7,04,+","0",",,7,31,+","0",",,7,31,+","38.1","4,,7,31,","36.1","4,7,27,","0.0","7","0.0","4,7","140.8","4,,,7","0",",,,7","26.38","4,7","31.87","4,,,7","20.90","4,,,7"
"USC00092159","2017-09","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","126.2","5,7","","","","","","","0",",7","0",",7","0","5,7","0","5,7","0","5,7","25","5,7","6","5,7","2","","20170907",",5,7","20170930","+,,7","20170930","+,,7","","","","","20170930","+,5,7","11.7","5,7,07,","0",",,7,30,+","0",",,7,30,+","","","32.8","5,7,30,+","0.8","7","0.8","5,7","98.8",",a,,7","0",",,,7","23.35","5,7","29.78","5,,,7","16.91","5,,,7"
"USC00092159","2017-10","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","0",",7","0",",7","","","","","","","","","","","2","","","","20171031","+,,7","20171031","+,,7","","","","","","","","","0",",,7,31,+","0",",,7,31,+","","","","","","","","","55.4",",a,,7","0",",,,7","","","","","",""
"USC00092159","2017-11","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","6.1","4,7","","","","","","","0",",7","0",",7","0","4,7","6","4,7","0","4,7","14","4,7","0","4,7","3","","20171123","+,4,7","20171130","+,,7","20171130","+,,7","","","","","20171108","+,4,7","-1.1","4,7,23,+","0",",,7,30,+","0",",,7,30,+","","","27.2","4,7,08,+","","","143.4","4,7","18.3","1,a,,7","0",",,,7","13.05","4,7","20.88","4,,,7","5.23","4,,,7"
"USC00092159","2017-12","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","0.0","3,7","8","3,7","7","3,7","1","3,7","","","","","0","3,7","13","3,7","0","3,7","9","3,7","0","3,7","5","","20171228","+,3,7","","","","","","","20171210",",3,7","20171207","+,3,7","-4.4","3,7,28,+","","","","","25.4","3,,7,10,","23.9","3,7,07,+","","","251.1","3,7","90.6","3,,,7","","","9.37","3,7","16.66","3,,,7","2.07","3,,,7"
"USC00092159","2018-01","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.0","7","0.0","1,7","6","2,7","5","2,7","0","2,7","1",",7","1",",7","0","1,7","22","1,7","1","1,7","1","1,7","0","1,7","","","20180119",",1,7","20180117",",,7","20180117",",,7","","","20180127","+,2,7","20180112",",1,7","-9.4","1,7,19,","51",",,7,17,","38",",,7,17,","12.7","2,,7,27,+","22.2","1,7,12,","","","398.3","1,7","47.3",",a,,7","38",",,,7","5.06","1,7","12.28","1,,,7","-2.17","1,,,7"
"USC00092159","2018-02","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","14.4","7","14.4","2,7","13","2,7","7","2,7","0","2,7","","","","","0","2,7","2","2,7","0","2,7","10","2,7","0","2,7","3","","20180201",",2,7","","","","","","","20180226",",2,7","20180225","+,2,7","-3.9","2,7,01,","","","","","20.3","2,,7,26,","27.8","2,7,25,+","","","122.7","2,7","70.8","2,,,7","","","14.17","2,7","20.04","2,,,7","8.29","2,,,7"
"USC00092159","2018-03","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","18.3","7","3.9","4,7","","","","","","","0",",7","0",",7","0","4,7","6","4,7","0","4,7","11","4,7","0","4,7","","","20180316",",4,7","20180331","+,,7","20180331","+,,7","1","","","","20180303","+,4,7","-3.3","4,7,16,","0",",,7,31,+","0",",,7,31,+","","","26.7","4,7,03,+","","","163.3","4,7","45.8",",a,,7","0",",,,7","12.43","4,7","19.73","4,,,7","5.13","4,,,7"
"USC00092159","2018-04","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","19.7","7","1.4","4,7","","","","","","","0",",7","0",",7","0","4,7","0","4,7","0","4,7","21","4,7","0","4,7","","","20180418","+,4,7","20180430","+,,7","20180430","+,,7","","","","","20180416","+,4,7","3.3","4,7,18,+","0",",,7,30,+","0",",,7,30,+","","","28.3","4,7,16,+","","","92.0","4,7","110.2",",a,,7","0",",,,7","14.85","4,7","23.10","4,,,7","6.60","4,,,7"
"USC00092159","2018-05","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","0",",7","0",",7","","","","","","","","","","","1","","","","20180531","+,,7","20180531","+,,7","1","","","","","","","","0",",,7,31,+","0",",,7,31,+","","","","","","","","","","","0",",,,7","","","","","",""
"USC00092159","2018-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00092159","2018-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","231.4","4,7","8","4,7","7","4,7","2","4,7","","","","","0","4,7","0","4,7","0","4,7","27","4,7","19","4,7","","","20180731","+,4,7","","","","","3","","20180715",",4,7","20180712",",4,7","20.0","4,7,31,+","","","","","41.9","4,,7,15,","34.4","4,7,12,","0.0","7","0.0","4,7","127.9","4,,,7","","","26.90","4,7","32.20","4,,,7","21.61","4,,,7"
"USC00092159","2018-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","203.5","5,7","12","5,7","10","5,7","3","5,7","","","","","0","5,7","0","5,7","0","5,7","26","5,7","14","5,7","","","20180824","+,5,7","","","","","5","","20180830",",5,7","20180807",",5,7","19.4","5,7,24,+","","","","","51.8","5,,7,30,","35.0","5,7,07,","0.0","7","0.0","5,7","188.5","5,,,7","","","26.16","5,7","31.40","5,,,7","20.92","5,,,7"
"USC00092159","2018-09","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","241.1","1,7","9","1,7","7","1,7","2","1,7","","","","","0","1,7","0","1,7","0","1,7","29","1,7","19","1,7","","","20180925","+,1,7","","","","","2","","20180926",",1,7","20180921","+,1,7","18.3","1,7,25,+","","","","","72.4","1,,7,26,","34.4","1,7,21,+","0.0","7","0.0","1,7","142.7","1,,,7","","","26.65","1,7","32.56","1,,,7","20.74","1,,,7"
"USC00092159","2018-10","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","82.2","2,7","4","2,7","3","2,7","0","2,7","","","","","0","2,7","0","2,7","0","2,7","26","2,7","3","2,7","1","","20181023","+,2,7","","","","","","","20181026",",2,7","20181008","+,2,7","4.4","2,7,23,+","","","","","9.4","2,,7,26,","32.8","2,7,08,+","46.7","7","46.7","2,7","19.9","2,,,7","","","19.56","2,7","26.61","2,,,7","12.51","2,,,7"
"USC00092159","2018-11","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","4.2","3,7","11","3,7","8","3,7","2","3,7","","","","","0","3,7","9","3,7","0","3,7","7","3,7","0","3,7","","","20181128",",3,7","","","","","","","20181113",",3,7","20181109","+,3,7","-3.3","3,7,28,","","","","","40.6","3,,7,13,","26.7","3,7,09,+","259.8","7","213.1","3,7","141.1","3,,,7","","","10.60","3,7","17.39","3,,,7","3.80","3,,,7"
"USC00092159","2018-12","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","0.0",",7","12",",7","11",",7","2",",7","","","","","0",",7","11",",7","0",",7","3",",7","0",",7","1","","20181212","+,,7","","","","","","","20181209",",,7","20181203",",,7","-3.9",",7,12,+","","","","","46.7",",,7,09,","23.9",",7,03,","542.1","7","282.3",",7","188.8",",,,7","","","9.23",",7","15.21",",,,7","3.25",",,,7"
"USC00092159","2019-01","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.9","7","0.9",",7","7",",7","5",",7","1",",7","0",",7","0",",7","0",",7","18",",7","0",",7","11",",7","0",",7","","","20190130",",,7","20190131","+,,7","20190131","+,,7","","","20190104",",,7","20190127","+,,7","-6.1",",7,30,","0",",,7,31,+","0",",,7,31,+","25.4",",,7,04,","21.7",",7,27,+","842.2","7","300.1",",7","59.2",",,,7","0",",,,7","8.68",",7","15.97",",,,7","1.39",",,,7"
"USC00092159","2019-02","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","4.0","7","3.1","1,7","5","1,7","4","1,7","0","1,7","","","","","0","1,7","5","1,7","0","1,7","11","1,7","0","1,7","","","20190201",",1,7","","","","","","","20190224",",1,7","20190223",",1,7","-5.6","1,7,01,","","","","","11.7","1,,7,24,","27.2","1,7,23,","1011.4","7","169.2","1,7","33.0","1,,,7","","","12.18","1,7","19.26","1,,,7","5.10","1,,,7"
"USC00092159","2019-03","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00092159","2019-04","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","0",",7","0",",7","","","","","","","","","","","","","","","20190430","+,,7","20190430","+,,7","1","","","","","","","","0",",,7,30,+","0",",,7,30,+","","","","","","","","","49.2","1,a,,7","0",",,,7","","","","","",""
"USC00092159","2019-05","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","175.9","1,7","3",",7","2",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0","1,7","30","1,7","11","1,7","","","20190517",",,7","20190531","+,,7","20190531","+,,7","1","","20190510",",,7","20190528",",1,7","10.0",",7,17,","0",",,7,31,+","0",",,7,31,+","36.3",",,7,10,","35.6","1,7,28,","","","0.0","1,7","50.8",",,,7","0",",,,7","24.11","1,7","31.06","1,,,7","17.16",",,,7"
"USC00092159","2019-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","7","2,7","6","2,7","2","2,7","0",",7","0",",7","","","","","0","4,7","26","4,7","17","4,7","1","","","","20190630","+,,7","20190630","+,,7","5","","20190609",",2,7","20190625",",4,7","","","0",",,7,30,+","0",",,7,30,+","59.9","2,,7,09,","35.0","4,7,25,","","","","","143.0","2,,,7","0",",,,7","","","31.74","4,,,7","",""
"USC00092159","2019-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","278.0",",7","14",",7","8",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","24",",7","4","","20190725",",,7","20190731","+,,7","20190731","+,,7","4","","20190720",",,7","20190718","+,,7","17.8",",7,25,","0",",,7,31,+","0",",,7,31,+","53.6",",,7,20,","35.0",",7,18,+","0.0","7","0.0",",7","109.7",",,,7","0",",,,7","27.30",",7","33.05",",,,7","21.56",",,,7"
"USC00092159","2019-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","281.2",",7","13",",7","7",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","25",",7","8","","20190831","+,,7","20190831","+,,7","20190831","+,,7","8","","20190809",",,7","20190818",",,7","16.1",",7,31,+","0",",,7,31,+","0",",,7,31,+","21.6",",,7,09,","37.2",",7,18,","0.0","7","0.0",",7","68.6",",,,7","0",",,,7","27.40",",7","33.51",",,,7","21.29",",,,7"
"USC00092159","2019-09","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","233.5",",7","3",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","23",",7","","","20190924","+,,7","20190930","+,,7","20190930","+,,7","1","","20190901",",,7","20190918",",,7","13.3",",7,24,+","0",",,7,30,+","0",",,7,30,+","21.1",",,7,01,","37.8",",7,18,","0.0","7","0.0",",7","50.1",",,,7","0",",,,7","26.12",",7","33.28",",,,7","18.95",",,,7"
"USC00092159","2019-10","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","79.8",",7","15",",7","9",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","4",",7","2","","20191024","+,,7","20191031","+,,7","20191031","+,,7","","","20191030",",,7","20191006","+,,7","6.1",",7,24,+","0",",,7,31,+","0",",,7,31,+","38.1",",,7,30,","33.9",",7,06,+","23.2","7","23.2",",7","112.9",",,,7","0",",,,7","20.16",",7","26.26",",,,7","14.05",",,,7"
